1
1000
184
1, 0, 784
1, 4000, 1224
1, 8000, 1664
1, 12000, 2104
1, 16000, 2544
1, 20000, 2984
1, 24000, 3424
1, 28000, 4499
1, 32000, 5321
1, 36000, 6090
1, 40000, 7127
1, 44000, 8194
1, 48000, 8646
1, 52000, 9395
1, 56000, 9856
1, 60000, 10317
1, 64000, 11057
1, 68000, 11496
1, 72000, 11935
1, 76000, 12374
1, 80000, 12813
1, 84000, 13252
1, 88000, 13691
1, 92000, 14130
1, 96000, 14569
1, 100000, 15008
1, 104000, 15447
1, 108000, 15886
1, 112000, 16325
1, 116000, 16764
1, 120000, 17487
1, 124000, 17931
1, 128000, 18375
1, 132000, 19105
1, 136000, 19551
1, 140000, 19990
1, 144000, 20429
1, 148000, 20868
1, 152000, 21307
1, 156000, 21746
1, 160000, 22185
1, 164000, 22624
1, 168000, 23063
1, 172000, 23502
1, 176000, 23941
1, 180000, 24380
1, 184000, 24819
1, 188000, 25258
1, 192000, 25969
1, 196000, 26702
1, 200000, 27730
1, 204000, 28782
1, 208000, 29274
1, 212000, 29748
1, 216000, 30501
1, 220000, 30940
1, 224000, 31651
1, 228000, 32623
1, 232000, 33319
1, 236000, 34281
1, 240000, 34988
1, 244000, 35708
1, 248000, 36438
1, 252000, 36885
1, 256000, 37332
1, 260000, 37779
1, 264000, 38226
1, 268000, 38673
1, 272000, 39120
1, 276000, 39567
1, 280000, 40014
1, 284000, 40461
1, 288000, 40908
1, 292000, 41355
1, 296000, 41786
1, 300000, 42795
1, 304000, 43518
1, 308000, 43959
1, 312000, 44400
1, 316000, 44841
1, 320000, 45551
1, 324000, 46284
1, 328000, 47038
1, 332000, 47509
1, 336000, 47980
1, 340000, 48747
1, 344000, 49480
1, 348000, 50502
1, 352000, 50980
1, 356000, 51458
1, 360000, 52174
1, 364000, 52914
1, 368000, 53930
1, 372000, 54633
1, 376000, 55586
1, 380000, 56272
1, 384000, 57240
1, 388000, 58224
1, 392000, 59204
1, 396000, 59641
1, 400000, 60061
1, 404000, 60481
1, 408000, 61168
1, 412000, 61869
1, 416000, 62307
1, 420000, 63019
1, 424000, 63716
1, 428000, 64143
1, 432000, 64854
1, 436000, 65295
1, 440000, 65736
1, 444000, 66177
1, 448000, 66618
1, 452000, 67059
1, 456000, 67500
1, 460000, 67941
1, 464000, 68382
1, 468000, 68823
1, 472000, 69264
1, 476000, 69705
1, 480000, 70146
1, 484000, 70587
1, 488000, 71028
1, 492000, 71469
1, 496000, 72175
1, 500000, 72600
1, 504000, 73290
1, 508000, 74032
1, 512000, 74491
1, 516000, 74950
1, 520000, 75688
1, 524000, 76131
1, 528000, 76574
1, 532000, 77017
1, 536000, 77750
1, 540000, 78499
1, 544000, 78958
1, 548000, 79417
1, 552000, 79876
1, 556000, 80335
1, 560000, 81057
1, 564000, 81771
1, 568000, 82502
1, 572000, 82942
1, 576000, 83382
1, 580000, 83822
1, 584000, 84262
1, 588000, 84702
1, 592000, 85142
1, 596000, 85582
1, 600000, 86022
1, 604000, 86462
1, 608000, 86902
1, 612000, 87342
1, 616000, 87782
1, 620000, 88222
1, 624000, 88662
1, 628000, 89102
1, 632000, 89542
1, 636000, 89982
1, 640000, 90422
1, 644000, 90862
1, 648000, 91302
1, 652000, 91742
1, 656000, 92182
1, 660000, 92622
1, 664000, 93062
1, 668000, 93502
1, 672000, 93942
1, 676000, 94382
1, 680000, 94822
1, 684000, 95262
1, 688000, 95702
1, 692000, 96142
1, 696000, 96582
1, 700000, 97022
1, 704000, 97462
1, 708000, 97902
1, 712000, 98342
1, 716000, 98782
1, 720000, 99222
1, 724000, 99662
1, 728000, 100102
1, 732000, 100546
